date,indicator_name,category,region,refresh,close
2023-12-06,EUR/USD,FX,Global,daily,1.079
2023-12-07,EUR/USD,FX,Global,daily,1.0794
2023-12-08,EUR/USD,FX,Global,daily,1.0746
2023-12-11,EUR/USD,FX,Global,daily,1.0747
2023-12-12,EUR/USD,FX,Global,daily,1.079
2023-12-13,EUR/USD,FX,Global,daily,1.0793
2023-12-14,EUR/USD,FX,Global,daily,1.0997
2023-12-15,EUR/USD,FX,Global,daily,1.0906
2023-12-18,EUR/USD,FX,Global,daily,1.092
2023-12-19,EUR/USD,FX,Global,daily,1.0977
2023-12-20,EUR/USD,FX,Global,daily,1.0957
2023-12-21,EUR/USD,FX,Global,daily,1.099
2023-12-22,EUR/USD,FX,Global,daily,1.1008
2023-12-26,EUR/USD,FX,Global,daily,1.1035
2023-12-27,EUR/USD,FX,Global,daily,1.1114
2023-12-28,EUR/USD,FX,Global,daily,1.1073
2023-12-29,EUR/USD,FX,Global,daily,1.1062
2023-01-03,Semiconductor Index (SOX),Semiconductor,United States,daily,2500.99
2023-01-04,Semiconductor Index (SOX),Semiconductor,United States,daily,2569.46
2023-01-05,Semiconductor Index (SOX),Semiconductor,United States,daily,2518.52
2023-01-06,Semiconductor Index (SOX),Semiconductor,United States,daily,2636.1
2023-01-09,Semiconductor Index (SOX),Semiconductor,United States,daily,2686.75
2023-01-10,Semiconductor Index (SOX),Semiconductor,United States,daily,2721.29
2023-01-11,Semiconductor Index (SOX),Semiconductor,United States,daily,2755.36
2023-01-12,Semiconductor Index (SOX),Semiconductor,United States,daily,2789.65
2023-01-13,Semiconductor Index (SOX),Semiconductor,United States,daily,2800.66
2023-01-17,Semiconductor Index (SOX),Semiconductor,United States,daily,2807.48
2023-01-18,Semiconductor Index (SOX),Semiconductor,United States,daily,2789.47
2023-01-19,Semiconductor Index (SOX),Semiconductor,United States,daily,2710.44
2023-01-20,Semiconductor Index (SOX),Semiconductor,United States,daily,2794.69
2023-01-23,Semiconductor Index (SOX),Semiconductor,United States,daily,2934.83
2023-01-24,Semiconductor Index (SOX),Semiconductor,United States,daily,2913.74
2023-01-25,Semiconductor Index (SOX),Semiconductor,United States,daily,2918.99
2023-01-26,Semiconductor Index (SOX),Semiconductor,United States,daily,2966.6
2023-01-27,Semiconductor Index (SOX),Semiconductor,United States,daily,2945.27
2023-01-30,Semiconductor Index (SOX),Semiconductor,United States,daily,2866.69
2023-01-31,Semiconductor Index (SOX),Semiconductor,United States,daily,2921.92
2023-02-01,Semiconductor Index (SOX),Semiconductor,United States,daily,3073.47
2023-02-02,Semiconductor Index (SOX),Semiconductor,United States,daily,3141.84
2023-02-03,Semiconductor Index (SOX),Semiconductor,United States,daily,3082.11
2023-02-06,Semiconductor Index (SOX),Semiconductor,United States,daily,3029.74
2023-02-07,Semiconductor Index (SOX),Semiconductor,United States,daily,3124.15
2023-02-08,Semiconductor Index (SOX),Semiconductor,United States,daily,3055.63
2023-02-09,Semiconductor Index (SOX),Semiconductor,United States,daily,3059.62
2023-02-10,Semiconductor Index (SOX),Semiconductor,United States,daily,3011.15
2023-02-13,Semiconductor Index (SOX),Semiconductor,United States,daily,3057.32
2023-02-14,Semiconductor Index (SOX),Semiconductor,United States,daily,3121.63
2023-02-15,Semiconductor Index (SOX),Semiconductor,United States,daily,3133.07
2023-02-16,Semiconductor Index (SOX),Semiconductor,United States,daily,3055.24
2023-02-17,Semiconductor Index (SOX),Semiconductor,United States,daily,3005.87
2023-02-21,Semiconductor Index (SOX),Semiconductor,United States,daily,2906.26
2023-02-22,Semiconductor Index (SOX),Semiconductor,United States,daily,2892.39
2023-02-23,Semiconductor Index (SOX),Semiconductor,United States,daily,2988.81
2023-02-24,Semiconductor Index (SOX),Semiconductor,United States,daily,2935.11
2023-02-27,Semiconductor Index (SOX),Semiconductor,United States,daily,2951.21
2023-02-28,Semiconductor Index (SOX),Semiconductor,United States,daily,2958.39
2023-03-01,Semiconductor Index (SOX),Semiconductor,United States,daily,2955.83
2023-03-02,Semiconductor Index (SOX),Semiconductor,United States,daily,2984.11
2023-03-03,Semiconductor Index (SOX),Semiconductor,United States,daily,3028.34
2023-03-06,Semiconductor Index (SOX),Semiconductor,United States,daily,2994.59
2023-03-07,Semiconductor Index (SOX),Semiconductor,United States,daily,2962.42
2023-03-08,Semiconductor Index (SOX),Semiconductor,United States,daily,3041.39
2023-03-09,Semiconductor Index (SOX),Semiconductor,United States,daily,2980.21
2023-03-10,Semiconductor Index (SOX),Semiconductor,United States,daily,2923.93
2023-03-13,Semiconductor Index (SOX),Semiconductor,United States,daily,2921.71
2023-03-14,Semiconductor Index (SOX),Semiconductor,United States,daily,3010.15
2023-03-15,Semiconductor Index (SOX),Semiconductor,United States,daily,2977.39
2023-03-16,Semiconductor Index (SOX),Semiconductor,United States,daily,3098.07
2023-03-17,Semiconductor Index (SOX),Semiconductor,United States,daily,3083.52
2023-03-20,Semiconductor Index (SOX),Semiconductor,United States,daily,3114.71
2023-03-21,Semiconductor Index (SOX),Semiconductor,United States,daily,3116.89
2023-03-22,Semiconductor Index (SOX),Semiconductor,United States,daily,3091.71
2023-03-23,Semiconductor Index (SOX),Semiconductor,United States,daily,3174.36
2023-03-24,Semiconductor Index (SOX),Semiconductor,United States,daily,3121.26
2023-03-27,Semiconductor Index (SOX),Semiconductor,United States,daily,3083.57
2023-03-28,Semiconductor Index (SOX),Semiconductor,United States,daily,3057.27
2023-03-29,Semiconductor Index (SOX),Semiconductor,United States,daily,3157.11
2023-03-30,Semiconductor Index (SOX),Semiconductor,United States,daily,3208.26
2023-03-31,Semiconductor Index (SOX),Semiconductor,United States,daily,3230.86
2023-04-03,Semiconductor Index (SOX),Semiconductor,United States,daily,3200.43
2023-04-04,Semiconductor Index (SOX),Semiconductor,United States,daily,3142.5
2023-04-05,Semiconductor Index (SOX),Semiconductor,United States,daily,3085.97
2023-04-06,Semiconductor Index (SOX),Semiconductor,United States,daily,3071.76
2023-04-10,Semiconductor Index (SOX),Semiconductor,United States,daily,3126.97
2023-04-11,Semiconductor Index (SOX),Semiconductor,United States,daily,3109.42
2023-04-12,Semiconductor Index (SOX),Semiconductor,United States,daily,3052.52
2023-04-13,Semiconductor Index (SOX),Semiconductor,United States,daily,3074.94
2023-04-14,Semiconductor Index (SOX),Semiconductor,United States,daily,3070.45
2023-04-17,Semiconductor Index (SOX),Semiconductor,United States,daily,3066.68
2023-04-18,Semiconductor Index (SOX),Semiconductor,United States,daily,3077.72
2023-04-19,Semiconductor Index (SOX),Semiconductor,United States,daily,3046.38
2023-04-20,Semiconductor Index (SOX),Semiconductor,United States,daily,3046.28
2023-04-21,Semiconductor Index (SOX),Semiconductor,United States,daily,3021.44
2023-04-24,Semiconductor Index (SOX),Semiconductor,United States,daily,3007.51
2023-04-25,Semiconductor Index (SOX),Semiconductor,United States,daily,2906.29
2023-04-26,Semiconductor Index (SOX),Semiconductor,United States,daily,2922.99
2023-04-27,Semiconductor Index (SOX),Semiconductor,United States,daily,2941.59
2023-04-28,Semiconductor Index (SOX),Semiconductor,United States,daily,2994.97
2023-05-01,Semiconductor Index (SOX),Semiconductor,United States,daily,3019.09
2023-05-02,Semiconductor Index (SOX),Semiconductor,United States,daily,2996.86
2023-05-03,Semiconductor Index (SOX),Semiconductor,United States,daily,2957.37
2023-05-04,Semiconductor Index (SOX),Semiconductor,United States,daily,2941.63
2023-05-05,Semiconductor Index (SOX),Semiconductor,United States,daily,3007.69
2023-05-08,Semiconductor Index (SOX),Semiconductor,United States,daily,3024.41
2023-05-09,Semiconductor Index (SOX),Semiconductor,United States,daily,2967.84
2023-05-10,Semiconductor Index (SOX),Semiconductor,United States,daily,2997.51
2023-05-11,Semiconductor Index (SOX),Semiconductor,United States,daily,2978.72
2023-05-12,Semiconductor Index (SOX),Semiconductor,United States,daily,2972.85
2023-05-15,Semiconductor Index (SOX),Semiconductor,United States,daily,3052.64
2023-05-16,Semiconductor Index (SOX),Semiconductor,United States,daily,3048.71
2023-05-17,Semiconductor Index (SOX),Semiconductor,United States,daily,3124.68
2023-05-18,Semiconductor Index (SOX),Semiconductor,United States,daily,3223.49
2023-05-19,Semiconductor Index (SOX),Semiconductor,United States,daily,3203.49
2023-05-22,Semiconductor Index (SOX),Semiconductor,United States,daily,3215.04
2023-05-23,Semiconductor Index (SOX),Semiconductor,United States,daily,3177.44
2023-05-24,Semiconductor Index (SOX),Semiconductor,United States,daily,3124.09
2023-05-25,Semiconductor Index (SOX),Semiconductor,United States,daily,3336.72
2023-05-26,Semiconductor Index (SOX),Semiconductor,United States,daily,3545.67
2023-05-30,Semiconductor Index (SOX),Semiconductor,United States,daily,3549.39
2023-05-31,Semiconductor Index (SOX),Semiconductor,United States,daily,3453.18
2023-06-01,Semiconductor Index (SOX),Semiconductor,United States,daily,3506.74
2023-06-02,Semiconductor Index (SOX),Semiconductor,United States,daily,3501.4
2023-06-05,Semiconductor Index (SOX),Semiconductor,United States,daily,3444.12
2023-06-06,Semiconductor Index (SOX),Semiconductor,United States,daily,3488.34
2023-06-07,Semiconductor Index (SOX),Semiconductor,United States,daily,3477.17
2023-06-08,Semiconductor Index (SOX),Semiconductor,United States,daily,3514.32
2023-06-09,Semiconductor Index (SOX),Semiconductor,United States,daily,3524.97
2023-06-12,Semiconductor Index (SOX),Semiconductor,United States,daily,3641.66
2023-06-13,Semiconductor Index (SOX),Semiconductor,United States,daily,3683.66
2023-06-14,Semiconductor Index (SOX),Semiconductor,United States,daily,3739.75
2023-06-15,Semiconductor Index (SOX),Semiconductor,United States,daily,3708.06
2023-06-16,Semiconductor Index (SOX),Semiconductor,United States,daily,3673.14
2023-06-20,Semiconductor Index (SOX),Semiconductor,United States,daily,3647.56
2023-06-21,Semiconductor Index (SOX),Semiconductor,United States,daily,3549.73
2023-06-22,Semiconductor Index (SOX),Semiconductor,United States,daily,3569.87
2023-06-23,Semiconductor Index (SOX),Semiconductor,United States,daily,3506.71
2023-06-26,Semiconductor Index (SOX),Semiconductor,United States,daily,3515.77
2023-06-27,Semiconductor Index (SOX),Semiconductor,United States,daily,3642.41
2023-06-28,Semiconductor Index (SOX),Semiconductor,United States,daily,3609.48
2023-06-29,Semiconductor Index (SOX),Semiconductor,United States,daily,3614.18
2023-06-30,Semiconductor Index (SOX),Semiconductor,United States,daily,3673.06
2023-07-03,Semiconductor Index (SOX),Semiconductor,United States,daily,3703.62
2023-07-05,Semiconductor Index (SOX),Semiconductor,United States,daily,3622.32
2023-07-06,Semiconductor Index (SOX),Semiconductor,United States,daily,3577.49
2023-07-07,Semiconductor Index (SOX),Semiconductor,United States,daily,3577.73
2023-07-10,Semiconductor Index (SOX),Semiconductor,United States,daily,3651.6
2023-07-11,Semiconductor Index (SOX),Semiconductor,United States,daily,3653.53
2023-07-12,Semiconductor Index (SOX),Semiconductor,United States,daily,3721.47
2023-07-13,Semiconductor Index (SOX),Semiconductor,United States,daily,3797.13
2023-07-14,Semiconductor Index (SOX),Semiconductor,United States,daily,3750.41
2023-07-17,Semiconductor Index (SOX),Semiconductor,United States,daily,3837.31
2023-07-18,Semiconductor Index (SOX),Semiconductor,United States,daily,3842.35
2023-07-19,Semiconductor Index (SOX),Semiconductor,United States,daily,3801.66
2023-07-20,Semiconductor Index (SOX),Semiconductor,United States,daily,3663.85
2023-07-21,Semiconductor Index (SOX),Semiconductor,United States,daily,3698.85
2023-07-24,Semiconductor Index (SOX),Semiconductor,United States,daily,3692.32
2023-07-25,Semiconductor Index (SOX),Semiconductor,United States,daily,3755.27
2023-07-26,Semiconductor Index (SOX),Semiconductor,United States,daily,3699.37
2023-07-27,Semiconductor Index (SOX),Semiconductor,United States,daily,3768.27
2023-07-28,Semiconductor Index (SOX),Semiconductor,United States,daily,3851.76
2023-07-31,Semiconductor Index (SOX),Semiconductor,United States,daily,3861.63
2023-08-01,Semiconductor Index (SOX),Semiconductor,United States,daily,3858.21
2023-08-02,Semiconductor Index (SOX),Semiconductor,United States,daily,3711.6
2023-08-03,Semiconductor Index (SOX),Semiconductor,United States,daily,3708.08
2023-08-04,Semiconductor Index (SOX),Semiconductor,United States,daily,3699.2
2023-08-07,Semiconductor Index (SOX),Semiconductor,United States,daily,3739.41
2023-08-08,Semiconductor Index (SOX),Semiconductor,United States,daily,3679.42
2023-08-09,Semiconductor Index (SOX),Semiconductor,United States,daily,3610.47
2023-08-10,Semiconductor Index (SOX),Semiconductor,United States,daily,3597.02
2023-08-11,Semiconductor Index (SOX),Semiconductor,United States,daily,3514.55
2023-08-14,Semiconductor Index (SOX),Semiconductor,United States,daily,3615.45
2023-08-15,Semiconductor Index (SOX),Semiconductor,United States,daily,3553.96
2023-08-16,Semiconductor Index (SOX),Semiconductor,United States,daily,3480.08
2023-08-17,Semiconductor Index (SOX),Semiconductor,United States,daily,3446.35
2023-08-18,Semiconductor Index (SOX),Semiconductor,United States,daily,3462.74
2023-08-21,Semiconductor Index (SOX),Semiconductor,United States,daily,3560.74
2023-08-22,Semiconductor Index (SOX),Semiconductor,United States,daily,3527.69
2023-08-23,Semiconductor Index (SOX),Semiconductor,United States,daily,3602.01
2023-08-24,Semiconductor Index (SOX),Semiconductor,United States,daily,3481.3
2023-08-25,Semiconductor Index (SOX),Semiconductor,United States,daily,3495.65
2023-08-28,Semiconductor Index (SOX),Semiconductor,United States,daily,3537.87
2023-08-29,Semiconductor Index (SOX),Semiconductor,United States,daily,3629.57
2023-08-30,Semiconductor Index (SOX),Semiconductor,United States,daily,3643.92
2023-08-31,Semiconductor Index (SOX),Semiconductor,United States,daily,3670.93
2023-09-01,Semiconductor Index (SOX),Semiconductor,United States,daily,3682.84
2023-09-05,Semiconductor Index (SOX),Semiconductor,United States,daily,3683.79
2023-09-06,Semiconductor Index (SOX),Semiconductor,United States,daily,3654.46
2023-09-07,Semiconductor Index (SOX),Semiconductor,United States,daily,3582.11
2023-09-08,Semiconductor Index (SOX),Semiconductor,United States,daily,3565.99
2023-09-11,Semiconductor Index (SOX),Semiconductor,United States,daily,3569.23
2023-09-12,Semiconductor Index (SOX),Semiconductor,United States,daily,3541.09
2023-09-13,Semiconductor Index (SOX),Semiconductor,United States,daily,3560.46
2023-09-14,Semiconductor Index (SOX),Semiconductor,United States,daily,3584.23
2023-09-15,Semiconductor Index (SOX),Semiconductor,United States,daily,3476.39
2023-09-18,Semiconductor Index (SOX),Semiconductor,United States,daily,3492.47
2023-09-19,Semiconductor Index (SOX),Semiconductor,United States,daily,3459.02
2023-09-20,Semiconductor Index (SOX),Semiconductor,United States,daily,3398.8
2023-09-21,Semiconductor Index (SOX),Semiconductor,United States,daily,3338.85
2023-09-22,Semiconductor Index (SOX),Semiconductor,United States,daily,3365.29
2023-09-25,Semiconductor Index (SOX),Semiconductor,United States,daily,3389.46
2023-09-26,Semiconductor Index (SOX),Semiconductor,United States,daily,3329.62
2023-09-27,Semiconductor Index (SOX),Semiconductor,United States,daily,3361.41
2023-09-28,Semiconductor Index (SOX),Semiconductor,United States,daily,3420.99
2023-09-29,Semiconductor Index (SOX),Semiconductor,United States,daily,3434.29
2023-10-02,Semiconductor Index (SOX),Semiconductor,United States,daily,3448.85
2023-10-03,Semiconductor Index (SOX),Semiconductor,United States,daily,3376.58
2023-10-04,Semiconductor Index (SOX),Semiconductor,United States,daily,3424.92
2023-10-05,Semiconductor Index (SOX),Semiconductor,United States,daily,3406.98
2023-10-06,Semiconductor Index (SOX),Semiconductor,United States,daily,3475.21
2023-10-09,Semiconductor Index (SOX),Semiconductor,United States,daily,3467.35
2023-10-10,Semiconductor Index (SOX),Semiconductor,United States,daily,3512.07
2023-10-11,Semiconductor Index (SOX),Semiconductor,United States,daily,3537.82
2023-10-12,Semiconductor Index (SOX),Semiconductor,United States,daily,3548.62
2023-10-13,Semiconductor Index (SOX),Semiconductor,United States,daily,3452.97
2023-10-16,Semiconductor Index (SOX),Semiconductor,United States,daily,3502.51
2023-10-17,Semiconductor Index (SOX),Semiconductor,United States,daily,3474.66
2023-10-18,Semiconductor Index (SOX),Semiconductor,United States,daily,3413.45
2023-10-19,Semiconductor Index (SOX),Semiconductor,United States,daily,3367.77
2023-10-20,Semiconductor Index (SOX),Semiconductor,United States,daily,3316.14
2023-10-23,Semiconductor Index (SOX),Semiconductor,United States,daily,3298.54
2023-10-24,Semiconductor Index (SOX),Semiconductor,United States,daily,3343.94
2023-10-25,Semiconductor Index (SOX),Semiconductor,United States,daily,3205.84
2023-10-26,Semiconductor Index (SOX),Semiconductor,United States,daily,3188.42
2023-10-27,Semiconductor Index (SOX),Semiconductor,United States,daily,3227.09
2023-10-30,Semiconductor Index (SOX),Semiconductor,United States,daily,3185.18
2023-10-31,Semiconductor Index (SOX),Semiconductor,United States,daily,3215.89
2023-11-01,Semiconductor Index (SOX),Semiconductor,United States,daily,3290.95
2023-11-02,Semiconductor Index (SOX),Semiconductor,United States,daily,3368.54
2023-11-03,Semiconductor Index (SOX),Semiconductor,United States,daily,3454.57
2023-11-06,Semiconductor Index (SOX),Semiconductor,United States,daily,3444.89
2023-11-07,Semiconductor Index (SOX),Semiconductor,United States,daily,3471.46
2023-11-08,Semiconductor Index (SOX),Semiconductor,United States,daily,3472.67
2023-11-09,Semiconductor Index (SOX),Semiconductor,United States,daily,3452.34
2023-11-10,Semiconductor Index (SOX),Semiconductor,United States,daily,3591.74
2023-11-13,Semiconductor Index (SOX),Semiconductor,United States,daily,3556.74
2023-11-14,Semiconductor Index (SOX),Semiconductor,United States,daily,3685.57
2023-11-15,Semiconductor Index (SOX),Semiconductor,United States,daily,3712.09
2023-11-16,Semiconductor Index (SOX),Semiconductor,United States,daily,3724.1
2023-11-17,Semiconductor Index (SOX),Semiconductor,United States,daily,3748.65
2023-11-20,Semiconductor Index (SOX),Semiconductor,United States,daily,3805.8
2023-11-21,Semiconductor Index (SOX),Semiconductor,United States,daily,3732.79
2023-11-22,Semiconductor Index (SOX),Semiconductor,United States,daily,3744.96
2023-11-24,Semiconductor Index (SOX),Semiconductor,United States,daily,3747.92
2023-11-27,Semiconductor Index (SOX),Semiconductor,United States,daily,3739.31
2023-11-28,Semiconductor Index (SOX),Semiconductor,United States,daily,3718.35
2023-11-29,Semiconductor Index (SOX),Semiconductor,United States,daily,3753.36
2023-11-30,Semiconductor Index (SOX),Semiconductor,United States,daily,3724.58
2023-12-01,Semiconductor Index (SOX),Semiconductor,United States,daily,3738.27
2023-12-04,Semiconductor Index (SOX),Semiconductor,United States,daily,3693.44
2023-12-05,Semiconductor Index (SOX),Semiconductor,United States,daily,3672.4
2023-12-06,Semiconductor Index (SOX),Semiconductor,United States,daily,3645.82
2023-12-07,Semiconductor Index (SOX),Semiconductor,United States,daily,3747.54
2023-12-08,Semiconductor Index (SOX),Semiconductor,United States,daily,3774.17
2023-12-11,Semiconductor Index (SOX),Semiconductor,United States,daily,3902.38
2023-12-12,Semiconductor Index (SOX),Semiconductor,United States,daily,3930.18
2023-12-13,Semiconductor Index (SOX),Semiconductor,United States,daily,3990.95
2023-12-14,Semiconductor Index (SOX),Semiconductor,United States,daily,4097.47
2023-12-15,Semiconductor Index (SOX),Semiconductor,United States,daily,4117.0
2023-12-18,Semiconductor Index (SOX),Semiconductor,United States,daily,4103.79
2023-12-19,Semiconductor Index (SOX),Semiconductor,United States,daily,4125.56
2023-12-20,Semiconductor Index (SOX),Semiconductor,United States,daily,4007.66
2023-12-21,Semiconductor Index (SOX),Semiconductor,United States,daily,4118.59
2023-12-22,Semiconductor Index (SOX),Semiconductor,United States,daily,4132.86
2023-12-26,Semiconductor Index (SOX),Semiconductor,United States,daily,4207.45
2023-12-27,Semiconductor Index (SOX),Semiconductor,United States,daily,4214.59
2023-12-28,Semiconductor Index (SOX),Semiconductor,United States,daily,4208.68
2023-12-29,Semiconductor Index (SOX),Semiconductor,United States,daily,4175.47
2023-01-03,USD/JPY,FX,Global,daily,130.83
2023-01-04,USD/JPY,FX,Global,daily,132.0
2023-01-05,USD/JPY,FX,Global,daily,133.57
2023-01-06,USD/JPY,FX,Global,daily,132.21
2023-01-09,USD/JPY,FX,Global,daily,131.58
2023-01-10,USD/JPY,FX,Global,daily,132.25
2023-01-11,USD/JPY,FX,Global,daily,132.58
2023-01-12,USD/JPY,FX,Global,daily,129.75
2023-01-13,USD/JPY,FX,Global,daily,127.85
2023-01-17,USD/JPY,FX,Global,daily,128.18
2023-01-18,USD/JPY,FX,Global,daily,128.45
2023-01-19,USD/JPY,FX,Global,daily,128.48
2023-01-20,USD/JPY,FX,Global,daily,129.97
2023-01-23,USD/JPY,FX,Global,daily,130.69
2023-01-24,USD/JPY,FX,Global,daily,130.07
2023-01-25,USD/JPY,FX,Global,daily,129.64
2023-01-26,USD/JPY,FX,Global,daily,130.4
2023-01-27,USD/JPY,FX,Global,daily,129.94
2023-01-30,USD/JPY,FX,Global,daily,130.34
2023-01-31,USD/JPY,FX,Global,daily,130.17
2023-02-01,USD/JPY,FX,Global,daily,129.27
2023-02-02,USD/JPY,FX,Global,daily,128.45
2023-02-03,USD/JPY,FX,Global,daily,131.07
2023-02-06,USD/JPY,FX,Global,daily,132.76
2023-02-07,USD/JPY,FX,Global,daily,131.37
2023-02-08,USD/JPY,FX,Global,daily,131.27
2023-02-09,USD/JPY,FX,Global,daily,130.98
2023-02-10,USD/JPY,FX,Global,daily,131.5
2023-02-13,USD/JPY,FX,Global,daily,132.71
2023-02-14,USD/JPY,FX,Global,daily,133.05
2023-02-15,USD/JPY,FX,Global,daily,134.22
2023-02-16,USD/JPY,FX,Global,daily,133.95
2023-02-17,USD/JPY,FX,Global,daily,134.21
2023-02-21,USD/JPY,FX,Global,daily,134.87
2023-02-22,USD/JPY,FX,Global,daily,134.77
2023-02-23,USD/JPY,FX,Global,daily,134.8
2023-02-24,USD/JPY,FX,Global,daily,136.36
2023-02-27,USD/JPY,FX,Global,daily,136.18
2023-02-28,USD/JPY,FX,Global,daily,136.09
2023-03-01,USD/JPY,FX,Global,daily,135.82
2023-03-02,USD/JPY,FX,Global,daily,136.84
2023-03-03,USD/JPY,FX,Global,daily,136.09
2023-03-06,USD/JPY,FX,Global,daily,135.93
2023-03-07,USD/JPY,FX,Global,daily,136.9
2023-03-08,USD/JPY,FX,Global,daily,137.18
2023-03-09,USD/JPY,FX,Global,daily,136.41
2023-03-10,USD/JPY,FX,Global,daily,135.05
2023-03-13,USD/JPY,FX,Global,daily,133.13
2023-03-14,USD/JPY,FX,Global,daily,134.33
2023-03-15,USD/JPY,FX,Global,daily,132.81
2023-03-16,USD/JPY,FX,Global,daily,133.01
2023-03-17,USD/JPY,FX,Global,daily,132.01
2023-03-20,USD/JPY,FX,Global,daily,131.59
2023-03-21,USD/JPY,FX,Global,daily,132.27
2023-03-22,USD/JPY,FX,Global,daily,132.67
2023-03-23,USD/JPY,FX,Global,daily,130.99
2023-03-24,USD/JPY,FX,Global,daily,130.64
2023-03-27,USD/JPY,FX,Global,daily,131.49
2023-03-28,USD/JPY,FX,Global,daily,130.97
2023-03-29,USD/JPY,FX,Global,daily,132.69
2023-03-30,USD/JPY,FX,Global,daily,132.71
2023-03-31,USD/JPY,FX,Global,daily,132.75
2023-04-03,USD/JPY,FX,Global,daily,132.35
2023-04-04,USD/JPY,FX,Global,daily,131.6
2023-04-05,USD/JPY,FX,Global,daily,131.11
2023-04-06,USD/JPY,FX,Global,daily,131.67
2023-04-07,USD/JPY,FX,Global,daily,132.11
2023-04-10,USD/JPY,FX,Global,daily,133.75
2023-04-11,USD/JPY,FX,Global,daily,133.63
2023-04-12,USD/JPY,FX,Global,daily,133.25
2023-04-13,USD/JPY,FX,Global,daily,132.37
2023-04-14,USD/JPY,FX,Global,daily,133.74
2023-04-17,USD/JPY,FX,Global,daily,134.51
2023-04-18,USD/JPY,FX,Global,daily,134.11
2023-04-19,USD/JPY,FX,Global,daily,134.79
2023-04-20,USD/JPY,FX,Global,daily,134.1
2023-04-21,USD/JPY,FX,Global,daily,134.28
2023-04-24,USD/JPY,FX,Global,daily,134.41
2023-04-25,USD/JPY,FX,Global,daily,133.96
2023-04-26,USD/JPY,FX,Global,daily,133.72
2023-04-27,USD/JPY,FX,Global,daily,134.04
2023-04-28,USD/JPY,FX,Global,daily,135.99
2023-05-01,USD/JPY,FX,Global,daily,137.35
2023-05-02,USD/JPY,FX,Global,daily,136.46
2023-05-03,USD/JPY,FX,Global,daily,135.31
2023-05-04,USD/JPY,FX,Global,daily,133.76
2023-05-05,USD/JPY,FX,Global,daily,134.85
2023-05-08,USD/JPY,FX,Global,daily,134.83
2023-05-09,USD/JPY,FX,Global,daily,135.15
2023-05-10,USD/JPY,FX,Global,daily,134.52
2023-05-11,USD/JPY,FX,Global,daily,134.46
2023-05-12,USD/JPY,FX,Global,daily,135.63
2023-05-15,USD/JPY,FX,Global,daily,136.07
2023-05-16,USD/JPY,FX,Global,daily,136.62
2023-05-17,USD/JPY,FX,Global,daily,137.51
2023-05-18,USD/JPY,FX,Global,daily,138.5
2023-05-19,USD/JPY,FX,Global,daily,137.67
2023-05-22,USD/JPY,FX,Global,daily,138.65
2023-05-23,USD/JPY,FX,Global,daily,138.74
2023-05-24,USD/JPY,FX,Global,daily,139.14
2023-05-25,USD/JPY,FX,Global,daily,139.81
2023-05-26,USD/JPY,FX,Global,daily,140.53
2023-05-30,USD/JPY,FX,Global,daily,139.83
2023-05-31,USD/JPY,FX,Global,daily,139.78
2023-06-01,USD/JPY,FX,Global,daily,138.74
2023-06-02,USD/JPY,FX,Global,daily,139.76
2023-06-05,USD/JPY,FX,Global,daily,139.64
2023-06-06,USD/JPY,FX,Global,daily,139.67
2023-06-07,USD/JPY,FX,Global,daily,139.98
2023-06-08,USD/JPY,FX,Global,daily,138.83
2023-06-09,USD/JPY,FX,Global,daily,139.35
2023-06-12,USD/JPY,FX,Global,daily,139.72
2023-06-13,USD/JPY,FX,Global,daily,140.0
2023-06-14,USD/JPY,FX,Global,daily,139.33
2023-06-15,USD/JPY,FX,Global,daily,140.49
2023-06-16,USD/JPY,FX,Global,daily,141.82
2023-06-20,USD/JPY,FX,Global,daily,141.46
2023-06-21,USD/JPY,FX,Global,daily,142.09
2023-06-22,USD/JPY,FX,Global,daily,142.89
2023-06-23,USD/JPY,FX,Global,daily,143.78
2023-06-26,USD/JPY,FX,Global,daily,143.55
2023-06-27,USD/JPY,FX,Global,daily,144.0
2023-06-28,USD/JPY,FX,Global,daily,144.23
2023-06-29,USD/JPY,FX,Global,daily,144.72
2023-06-30,USD/JPY,FX,Global,daily,144.47
2023-07-03,USD/JPY,FX,Global,daily,144.5
2023-07-05,USD/JPY,FX,Global,daily,144.56
2023-07-06,USD/JPY,FX,Global,daily,144.09
2023-07-07,USD/JPY,FX,Global,daily,142.21
2023-07-10,USD/JPY,FX,Global,daily,141.56
2023-07-11,USD/JPY,FX,Global,daily,140.51
2023-07-12,USD/JPY,FX,Global,daily,138.21
2023-07-13,USD/JPY,FX,Global,daily,138.14
2023-07-14,USD/JPY,FX,Global,daily,138.74
2023-07-17,USD/JPY,FX,Global,daily,138.92
2023-07-18,USD/JPY,FX,Global,daily,138.94
2023-07-19,USD/JPY,FX,Global,daily,139.76
2023-07-20,USD/JPY,FX,Global,daily,140.39
2023-07-21,USD/JPY,FX,Global,daily,141.75
2023-07-24,USD/JPY,FX,Global,daily,141.19
2023-07-25,USD/JPY,FX,Global,daily,140.91
2023-07-26,USD/JPY,FX,Global,daily,140.41
2023-07-27,USD/JPY,FX,Global,daily,141.03
2023-07-28,USD/JPY,FX,Global,daily,140.72
2023-07-31,USD/JPY,FX,Global,daily,142.18
2023-08-01,USD/JPY,FX,Global,daily,143.34
2023-08-02,USD/JPY,FX,Global,daily,143.21
2023-08-03,USD/JPY,FX,Global,daily,142.42
