date,indicator_name,category,region,refresh,close
2023-07-11,EUR/JPY,FX,Global,daily,154.448592
2023-07-12,EUR/JPY,FX,Global,daily,153.730983
2023-07-13,EUR/JPY,FX,Global,daily,154.63391599999997
2023-07-14,EUR/JPY,FX,Global,daily,155.902138
2023-07-17,EUR/JPY,FX,Global,daily,156.090512
2023-07-18,EUR/JPY,FX,Global,daily,155.932362
2023-07-19,EUR/JPY,FX,Global,daily,156.46131999999997
2023-07-20,EUR/JPY,FX,Global,daily,156.32426499999997
2023-07-21,EUR/JPY,FX,Global,daily,157.626
2023-07-24,EUR/JPY,FX,Global,daily,156.480877
2023-07-25,EUR/JPY,FX,Global,daily,155.70555
2023-07-26,EUR/JPY,FX,Global,daily,155.54619799999998
2023-07-27,EUR/JPY,FX,Global,daily,155.10479400000003
2023-07-28,EUR/JPY,FX,Global,daily,155.340808
2023-07-31,EUR/JPY,FX,Global,daily,156.68236000000002
2023-08-01,EUR/JPY,FX,Global,daily,157.25831399999998
2023-08-02,EUR/JPY,FX,Global,daily,156.65741900000003
2023-08-03,EUR/JPY,FX,Global,daily,155.907174
2023-08-04,EUR/JPY,FX,Global,daily,156.47944399999997
2023-08-07,EUR/JPY,FX,Global,daily,156.695
2023-08-08,EUR/JPY,FX,Global,daily,156.78546699999998
2023-08-09,EUR/JPY,FX,Global,daily,157.57905
2023-08-10,EUR/JPY,FX,Global,daily,159.07103999999998
2023-08-11,EUR/JPY,FX,Global,daily,158.810758
2023-08-14,EUR/JPY,FX,Global,daily,158.69666
2023-08-15,EUR/JPY,FX,Global,daily,158.89312
2023-08-16,EUR/JPY,FX,Global,daily,158.99122400000002
2023-08-17,EUR/JPY,FX,Global,daily,158.934384
2023-08-18,EUR/JPY,FX,Global,daily,157.85062499999998
2023-08-21,EUR/JPY,FX,Global,daily,159.247888
2023-08-22,EUR/JPY,FX,Global,daily,158.123834
2023-08-23,EUR/JPY,FX,Global,daily,157.08624400000002
2023-08-24,EUR/JPY,FX,Global,daily,157.78895
2023-08-25,EUR/JPY,FX,Global,daily,157.900106
2023-08-28,EUR/JPY,FX,Global,daily,158.2584
2023-08-29,EUR/JPY,FX,Global,daily,158.43545099999997
2023-08-30,EUR/JPY,FX,Global,daily,159.454044
2023-08-31,EUR/JPY,FX,Global,daily,157.902552
2023-09-01,EUR/JPY,FX,Global,daily,157.70594
2023-09-05,EUR/JPY,FX,Global,daily,158.362701
2023-09-06,EUR/JPY,FX,Global,daily,158.19221
2023-09-07,EUR/JPY,FX,Global,daily,157.487952
2023-09-08,EUR/JPY,FX,Global,daily,158.17192999999995
2023-09-11,EUR/JPY,FX,Global,daily,157.356624
2023-09-12,EUR/JPY,FX,Global,daily,157.800912
2023-09-13,EUR/JPY,FX,Global,daily,158.317065
2023-09-14,EUR/JPY,FX,Global,daily,156.88322
2023-09-15,EUR/JPY,FX,Global,daily,157.778959
2023-09-18,EUR/JPY,FX,Global,daily,157.89028499999998
2023-09-19,EUR/JPY,FX,Global,daily,157.90952
2023-09-20,EUR/JPY,FX,Global,daily,158.30341
2023-09-21,EUR/JPY,FX,Global,daily,157.208688
2023-09-22,EUR/JPY,FX,Global,daily,158.02384
2023-09-25,EUR/JPY,FX,Global,daily,157.530534
2023-09-26,EUR/JPY,FX,Global,daily,157.43196999999998
2023-09-27,EUR/JPY,FX,Global,daily,157.10348
2023-09-28,EUR/JPY,FX,Global,daily,157.80260400000003
2023-09-29,EUR/JPY,FX,Global,daily,158.156712
2023-10-02,EUR/JPY,FX,Global,daily,157.29000000000002
2023-10-03,EUR/JPY,FX,Global,daily,155.916948
2023-10-04,EUR/JPY,FX,Global,daily,156.53939400000002
2023-10-05,EUR/JPY,FX,Global,daily,156.315423
2023-10-06,EUR/JPY,FX,Global,daily,157.96516800000003
2023-10-10,EUR/JPY,FX,Global,daily,157.804716
2023-10-11,EUR/JPY,FX,Global,daily,158.41854
2023-10-12,EUR/JPY,FX,Global,daily,157.98896299999998
2023-10-13,EUR/JPY,FX,Global,daily,157.13092400000002
2023-10-16,EUR/JPY,FX,Global,daily,157.73652199999998
2023-10-17,EUR/JPY,FX,Global,daily,158.587803
2023-10-18,EUR/JPY,FX,Global,daily,157.832552
2023-10-19,EUR/JPY,FX,Global,daily,158.46543999999997
2023-10-20,EUR/JPY,FX,Global,daily,158.72111999999998
2023-10-23,EUR/JPY,FX,Global,daily,159.455788
2023-10-24,EUR/JPY,FX,Global,daily,158.75548
2023-10-25,EUR/JPY,FX,Global,daily,158.681502
2023-10-26,EUR/JPY,FX,Global,daily,158.44340799999998
2023-10-27,EUR/JPY,FX,Global,daily,158.45631999999998
2023-10-30,EUR/JPY,FX,Global,daily,158.24862
2023-10-31,EUR/JPY,FX,Global,daily,160.062928
2023-11-01,EUR/JPY,FX,Global,daily,159.08164800000003
2023-11-02,EUR/JPY,FX,Global,daily,159.779664
2023-11-03,EUR/JPY,FX,Global,daily,160.308088
2023-11-06,EUR/JPY,FX,Global,daily,160.957819
2023-11-07,EUR/JPY,FX,Global,daily,160.807289
2023-11-08,EUR/JPY,FX,Global,daily,161.550055
2023-11-09,EUR/JPY,FX,Global,daily,161.76384
2023-11-13,EUR/JPY,FX,Global,daily,162.16920000000002
2023-11-14,EUR/JPY,FX,Global,daily,163.729575
2023-11-15,EUR/JPY,FX,Global,daily,163.956271
2023-11-16,EUR/JPY,FX,Global,daily,163.405209
2023-11-17,EUR/JPY,FX,Global,daily,162.989178
2023-11-20,EUR/JPY,FX,Global,daily,162.27057
2023-11-21,EUR/JPY,FX,Global,daily,161.529324
2023-11-22,EUR/JPY,FX,Global,daily,162.706257
2023-11-24,EUR/JPY,FX,Global,daily,163.53983799999995
2023-11-27,EUR/JPY,FX,Global,daily,162.84099299999997
2023-11-28,EUR/JPY,FX,Global,daily,162.254187
2023-11-29,EUR/JPY,FX,Global,daily,161.672091
2023-11-30,EUR/JPY,FX,Global,daily,161.296596
2023-12-01,EUR/JPY,FX,Global,daily,159.90660000000003
2023-12-04,EUR/JPY,FX,Global,daily,159.27516
2023-12-05,EUR/JPY,FX,Global,daily,158.849362
2023-12-06,EUR/JPY,FX,Global,daily,158.78564
2023-12-07,EUR/JPY,FX,Global,daily,155.54153999999997
2023-12-08,EUR/JPY,FX,Global,daily,155.688048
2023-12-11,EUR/JPY,FX,Global,daily,157.346827
2023-12-12,EUR/JPY,FX,Global,daily,156.94054999999997
2023-12-13,EUR/JPY,FX,Global,daily,156.68198099999998
2023-12-14,EUR/JPY,FX,Global,daily,155.64054099999998
2023-12-15,EUR/JPY,FX,Global,daily,154.64708000000002
2023-12-18,EUR/JPY,FX,Global,daily,156.19968
2023-12-19,EUR/JPY,FX,Global,daily,157.651674
2023-12-20,EUR/JPY,FX,Global,daily,157.528789
2023-12-21,EUR/JPY,FX,Global,daily,156.23384
2023-12-22,EUR/JPY,FX,Global,daily,156.97408
2023-12-26,EUR/JPY,FX,Global,daily,157.22668
2023-12-27,EUR/JPY,FX,Global,daily,157.87437
2023-12-28,EUR/JPY,FX,Global,daily,156.217884
2023-12-29,EUR/JPY,FX,Global,daily,155.885704
2023-01-03,EUR/USD,FX,Global,daily,1.0559
2023-01-04,EUR/USD,FX,Global,daily,1.062
2023-01-05,EUR/USD,FX,Global,daily,1.0522
2023-01-06,EUR/USD,FX,Global,daily,1.0619
2023-01-09,EUR/USD,FX,Global,daily,1.0759
2023-01-10,EUR/USD,FX,Global,daily,1.0737
2023-01-11,EUR/USD,FX,Global,daily,1.074
2023-01-12,EUR/USD,FX,Global,daily,1.0823
2023-01-13,EUR/USD,FX,Global,daily,1.0811
2023-01-17,EUR/USD,FX,Global,daily,1.0793
2023-01-18,EUR/USD,FX,Global,daily,1.0827
2023-01-19,EUR/USD,FX,Global,daily,1.081
2023-01-20,EUR/USD,FX,Global,daily,1.0831
2023-01-23,EUR/USD,FX,Global,daily,1.0865
2023-01-24,EUR/USD,FX,Global,daily,1.0873
2023-01-25,EUR/USD,FX,Global,daily,1.0901
2023-01-26,EUR/USD,FX,Global,daily,1.0866
2023-01-27,EUR/USD,FX,Global,daily,1.0857
2023-01-30,EUR/USD,FX,Global,daily,1.0867
2023-01-31,EUR/USD,FX,Global,daily,1.0858
2023-02-01,EUR/USD,FX,Global,daily,1.0917
2023-02-02,EUR/USD,FX,Global,daily,1.0918
2023-02-03,EUR/USD,FX,Global,daily,1.0825
2023-02-06,EUR/USD,FX,Global,daily,1.0722
2023-02-07,EUR/USD,FX,Global,daily,1.0705
2023-02-08,EUR/USD,FX,Global,daily,1.0734
2023-02-09,EUR/USD,FX,Global,daily,1.0761
2023-02-10,EUR/USD,FX,Global,daily,1.067
2023-02-13,EUR/USD,FX,Global,daily,1.0718
2023-02-14,EUR/USD,FX,Global,daily,1.0722
2023-02-15,EUR/USD,FX,Global,daily,1.0683
2023-02-16,EUR/USD,FX,Global,daily,1.0684
2023-02-17,EUR/USD,FX,Global,daily,1.0678
2023-02-21,EUR/USD,FX,Global,daily,1.0657
2023-02-22,EUR/USD,FX,Global,daily,1.0623
2023-02-23,EUR/USD,FX,Global,daily,1.0583
2023-02-24,EUR/USD,FX,Global,daily,1.0545
2023-02-27,EUR/USD,FX,Global,daily,1.0596
2023-02-28,EUR/USD,FX,Global,daily,1.0602
2023-03-01,EUR/USD,FX,Global,daily,1.0674
2023-03-02,EUR/USD,FX,Global,daily,1.0595
2023-03-03,EUR/USD,FX,Global,daily,1.0616
2023-03-06,EUR/USD,FX,Global,daily,1.0694
2023-03-07,EUR/USD,FX,Global,daily,1.0573
2023-03-08,EUR/USD,FX,Global,daily,1.0549
2023-03-09,EUR/USD,FX,Global,daily,1.0577
2023-03-10,EUR/USD,FX,Global,daily,1.0659
2023-03-13,EUR/USD,FX,Global,daily,1.0733
2023-03-14,EUR/USD,FX,Global,daily,1.0722
2023-03-15,EUR/USD,FX,Global,daily,1.0535
2023-03-16,EUR/USD,FX,Global,daily,1.0622
2023-03-17,EUR/USD,FX,Global,daily,1.0647
2023-03-20,EUR/USD,FX,Global,daily,1.0722
2023-03-21,EUR/USD,FX,Global,daily,1.0769
2023-03-22,EUR/USD,FX,Global,daily,1.0792
2023-03-23,EUR/USD,FX,Global,daily,1.089
2023-03-24,EUR/USD,FX,Global,daily,1.0762
2023-03-27,EUR/USD,FX,Global,daily,1.0789
2023-03-28,EUR/USD,FX,Global,daily,1.0844
2023-03-29,EUR/USD,FX,Global,daily,1.0826
2023-03-30,EUR/USD,FX,Global,daily,1.0899
2023-03-31,EUR/USD,FX,Global,daily,1.0872
2023-04-03,EUR/USD,FX,Global,daily,1.0891
2023-04-04,EUR/USD,FX,Global,daily,1.0951
2023-04-05,EUR/USD,FX,Global,daily,1.0918
2023-04-06,EUR/USD,FX,Global,daily,1.0927
2023-04-07,EUR/USD,FX,Global,daily,1.0913
2023-04-10,EUR/USD,FX,Global,daily,1.084
2023-04-11,EUR/USD,FX,Global,daily,1.0906
2023-04-12,EUR/USD,FX,Global,daily,1.0987
2023-04-13,EUR/USD,FX,Global,daily,1.1054
2023-04-14,EUR/USD,FX,Global,daily,1.098
2023-04-17,EUR/USD,FX,Global,daily,1.0915
2023-04-18,EUR/USD,FX,Global,daily,1.0958
2023-04-19,EUR/USD,FX,Global,daily,1.0953
2023-04-20,EUR/USD,FX,Global,daily,1.097
2023-04-21,EUR/USD,FX,Global,daily,1.0973
2023-04-24,EUR/USD,FX,Global,daily,1.1027
2023-04-25,EUR/USD,FX,Global,daily,1.0968
2023-04-26,EUR/USD,FX,Global,daily,1.1052
2023-04-27,EUR/USD,FX,Global,daily,1.1017
2023-04-28,EUR/USD,FX,Global,daily,1.104
2023-05-01,EUR/USD,FX,Global,daily,1.097
2023-05-02,EUR/USD,FX,Global,daily,1.0997
2023-05-03,EUR/USD,FX,Global,daily,1.1049
2023-05-04,EUR/USD,FX,Global,daily,1.1009
2023-05-05,EUR/USD,FX,Global,daily,1.1026
2023-05-08,EUR/USD,FX,Global,daily,1.102
2023-05-09,EUR/USD,FX,Global,daily,1.0953
2023-05-10,EUR/USD,FX,Global,daily,1.0966
2023-05-11,EUR/USD,FX,Global,daily,1.0916
2023-05-12,EUR/USD,FX,Global,daily,1.0856
2023-05-15,EUR/USD,FX,Global,daily,1.0874
2023-05-16,EUR/USD,FX,Global,daily,1.0866
2023-05-17,EUR/USD,FX,Global,daily,1.083
2023-05-18,EUR/USD,FX,Global,daily,1.0776
2023-05-19,EUR/USD,FX,Global,daily,1.0819
2023-05-22,EUR/USD,FX,Global,daily,1.0806
2023-05-23,EUR/USD,FX,Global,daily,1.0771
2023-05-24,EUR/USD,FX,Global,daily,1.0758
2023-05-25,EUR/USD,FX,Global,daily,1.0725
2023-05-26,EUR/USD,FX,Global,daily,1.0713
2023-05-30,EUR/USD,FX,Global,daily,1.0722
2023-05-31,EUR/USD,FX,Global,daily,1.0654
2023-06-01,EUR/USD,FX,Global,daily,1.0752
2023-06-02,EUR/USD,FX,Global,daily,1.0724
2023-06-05,EUR/USD,FX,Global,daily,1.0721
2023-06-06,EUR/USD,FX,Global,daily,1.0695
2023-06-07,EUR/USD,FX,Global,daily,1.0702
2023-06-08,EUR/USD,FX,Global,daily,1.078
2023-06-09,EUR/USD,FX,Global,daily,1.0749
2023-06-12,EUR/USD,FX,Global,daily,1.0747
2023-06-13,EUR/USD,FX,Global,daily,1.0792
2023-06-14,EUR/USD,FX,Global,daily,1.0859
2023-06-15,EUR/USD,FX,Global,daily,1.0933
2023-06-16,EUR/USD,FX,Global,daily,1.0925
2023-06-20,EUR/USD,FX,Global,daily,1.09
2023-06-21,EUR/USD,FX,Global,daily,1.0951
2023-06-22,EUR/USD,FX,Global,daily,1.0953
2023-06-23,EUR/USD,FX,Global,daily,1.0887
2023-06-26,EUR/USD,FX,Global,daily,1.091
2023-06-27,EUR/USD,FX,Global,daily,1.0961
2023-06-28,EUR/USD,FX,Global,daily,1.0904
2023-06-29,EUR/USD,FX,Global,daily,1.0881
2023-06-30,EUR/USD,FX,Global,daily,1.092
2023-07-03,EUR/USD,FX,Global,daily,1.0919
2023-07-05,EUR/USD,FX,Global,daily,1.0868
2023-07-06,EUR/USD,FX,Global,daily,1.0873
2023-07-07,EUR/USD,FX,Global,daily,1.0964
2023-07-10,EUR/USD,FX,Global,daily,1.0991
2023-07-11,EUR/USD,FX,Global,daily,1.0992
2023-07-12,EUR/USD,FX,Global,daily,1.1123
2023-07-13,EUR/USD,FX,Global,daily,1.1194
2023-07-14,EUR/USD,FX,Global,daily,1.1237
2023-07-17,EUR/USD,FX,Global,daily,1.1236
2023-07-18,EUR/USD,FX,Global,daily,1.1223
2023-07-19,EUR/USD,FX,Global,daily,1.1195
2023-07-20,EUR/USD,FX,Global,daily,1.1135
2023-07-21,EUR/USD,FX,Global,daily,1.112
2023-07-24,EUR/USD,FX,Global,daily,1.1083
2023-07-25,EUR/USD,FX,Global,daily,1.105
2023-07-26,EUR/USD,FX,Global,daily,1.1078
2023-07-27,EUR/USD,FX,Global,daily,1.0998
2023-07-28,EUR/USD,FX,Global,daily,1.1039
2023-07-31,EUR/USD,FX,Global,daily,1.102
2023-08-01,EUR/USD,FX,Global,daily,1.0971
2023-08-02,EUR/USD,FX,Global,daily,1.0939
2023-08-03,EUR/USD,FX,Global,daily,1.0947
2023-08-04,EUR/USD,FX,Global,daily,1.1036
2023-08-07,EUR/USD,FX,Global,daily,1.1
2023-08-08,EUR/USD,FX,Global,daily,1.0951
2023-08-09,EUR/USD,FX,Global,daily,1.0975
2023-08-10,EUR/USD,FX,Global,daily,1.1016
2023-08-11,EUR/USD,FX,Global,daily,1.0957
2023-08-14,EUR/USD,FX,Global,daily,1.0922
2023-08-15,EUR/USD,FX,Global,daily,1.0928
2023-08-16,EUR/USD,FX,Global,daily,1.0904
2023-08-17,EUR/USD,FX,Global,daily,1.0874
2023-08-18,EUR/USD,FX,Global,daily,1.0875
2023-08-21,EUR/USD,FX,Global,daily,1.0888
2023-08-22,EUR/USD,FX,Global,daily,1.0846
2023-08-23,EUR/USD,FX,Global,daily,1.0862
2023-08-24,EUR/USD,FX,Global,daily,1.0826
2023-08-25,EUR/USD,FX,Global,daily,1.0787
2023-08-28,EUR/USD,FX,Global,daily,1.081
2023-08-29,EUR/USD,FX,Global,daily,1.0851
2023-08-30,EUR/USD,FX,Global,daily,1.0926
2023-08-31,EUR/USD,FX,Global,daily,1.0839
2023-09-01,EUR/USD,FX,Global,daily,1.0787
2023-09-05,EUR/USD,FX,Global,daily,1.0727
2023-09-06,EUR/USD,FX,Global,daily,1.0714
2023-09-07,EUR/USD,FX,Global,daily,1.0704
2023-09-08,EUR/USD,FX,Global,daily,1.0709
2023-09-11,EUR/USD,FX,Global,daily,1.0744
2023-09-12,EUR/USD,FX,Global,daily,1.0726
2023-09-13,EUR/USD,FX,Global,daily,1.0737
2023-09-14,EUR/USD,FX,Global,daily,1.066
2023-09-15,EUR/USD,FX,Global,daily,1.0673
2023-09-18,EUR/USD,FX,Global,daily,1.0695
2023-09-19,EUR/USD,FX,Global,daily,1.0684
2023-09-20,EUR/USD,FX,Global,daily,1.0715
2023-09-21,EUR/USD,FX,Global,daily,1.0664
2023-09-22,EUR/USD,FX,Global,daily,1.066
2023-09-25,EUR/USD,FX,Global,daily,1.0591
2023-09-26,EUR/USD,FX,Global,daily,1.0573
2023-09-27,EUR/USD,FX,Global,daily,1.051
2023-09-28,EUR/USD,FX,Global,daily,1.0578
2023-09-29,EUR/USD,FX,Global,daily,1.0584
2023-10-02,EUR/USD,FX,Global,daily,1.05
2023-10-03,EUR/USD,FX,Global,daily,1.0453
2023-10-04,EUR/USD,FX,Global,daily,1.0518
2023-10-05,EUR/USD,FX,Global,daily,1.0527
2023-10-06,EUR/USD,FX,Global,daily,1.0596
2023-10-10,EUR/USD,FX,Global,daily,1.0618
2023-10-11,EUR/USD,FX,Global,daily,1.062
2023-10-12,EUR/USD,FX,Global,daily,1.0553
2023-10-13,EUR/USD,FX,Global,daily,1.0502
2023-10-16,EUR/USD,FX,Global,daily,1.0546
2023-10-17,EUR/USD,FX,Global,daily,1.0593
2023-10-18,EUR/USD,FX,Global,daily,1.0532
2023-10-19,EUR/USD,FX,Global,daily,1.057
2023-10-20,EUR/USD,FX,Global,daily,1.0592
2023-10-23,EUR/USD,FX,Global,daily,1.0646
2023-10-24,EUR/USD,FX,Global,daily,1.0595
2023-10-25,EUR/USD,FX,Global,daily,1.0583
2023-10-26,EUR/USD,FX,Global,daily,1.0532
2023-10-27,EUR/USD,FX,Global,daily,1.0592
2023-10-30,EUR/USD,FX,Global,daily,1.062
2023-10-31,EUR/USD,FX,Global,daily,1.0568
2023-11-01,EUR/USD,FX,Global,daily,1.0538
2023-11-02,EUR/USD,FX,Global,daily,1.0618
2023-11-03,EUR/USD,FX,Global,daily,1.0733
2023-11-06,EUR/USD,FX,Global,daily,1.0747
2023-11-07,EUR/USD,FX,Global,daily,1.0687
2023-11-08,EUR/USD,FX,Global,daily,1.0715
2023-11-09,EUR/USD,FX,Global,daily,1.071
2023-11-13,EUR/USD,FX,Global,daily,1.07
2023-11-14,EUR/USD,FX,Global,daily,1.0861
2023-11-15,EUR/USD,FX,Global,daily,1.0853
2023-11-16,EUR/USD,FX,Global,daily,1.0851
2023-11-17,EUR/USD,FX,Global,daily,1.0879
2023-11-20,EUR/USD,FX,Global,daily,1.0945
2023-11-21,EUR/USD,FX,Global,daily,1.0923
2023-11-22,EUR/USD,FX,Global,daily,1.0871
2023-11-24,EUR/USD,FX,Global,daily,1.0934
2023-11-27,EUR/USD,FX,Global,daily,1.0937
2023-11-28,EUR/USD,FX,Global,daily,1.1007
2023-11-29,EUR/USD,FX,Global,daily,1.0969
2023-11-30,EUR/USD,FX,Global,daily,1.0908
2023-12-01,EUR/USD,FX,Global,daily,1.0878
2023-12-04,EUR/USD,FX,Global,daily,1.0824
2023-12-05,EUR/USD,FX,Global,daily,1.0787
