date,indicator_name,classification1,classification2,close
2024-01-01,消費税を除く国内企業物価指数,(参考)夏季電力料金調整後,小類別/__電力,119.5
2024-01-01,消費税を除く国内企業物価指数,(参考)夏季電力料金調整後,類別/_電力・都市ガス・水道,123.0
2024-01-01,消費税を除く国内企業物価指数,品目,18リットル缶,125.4
2024-01-01,消費税を除く国内企業物価指数,品目,あん,113.3
2024-01-01,消費税を除く国内企業物価指数,品目,うず巻ポンプ,111.7
2024-01-01,消費税を除く国内企業物価指数,品目,うま味・風味調味料,109.0
2024-01-01,消費税を除く国内企業物価指数,品目,おう版印刷物,103.9
2024-01-01,消費税を除く国内企業物価指数,品目,かつおパック,132.4
2024-01-01,消費税を除く国内企業物価指数,品目,かばん・袋物,105.9
2024-01-01,消費税を除く国内企業物価指数,品目,がん具,101.2
2024-01-01,消費税を除く国内企業物価指数,品目,ころ軸受,111.8
2024-01-01,消費税を除く国内企業物価指数,品目,こんにゃく,111.2
2024-01-01,消費税を除く国内企業物価指数,品目,しょう油,116.4
2024-01-01,消費税を除く国内企業物価指数,品目,しらす干し,109.7
2024-01-01,消費税を除く国内企業物価指数,品目,すし・弁当・おにぎり,115.4
2024-01-01,消費税を除く国内企業物価指数,品目,そう菜,110.6
2024-01-01,消費税を除く国内企業物価指数,品目,たばこ,115.5
2024-01-01,消費税を除く国内企業物価指数,品目,たれ・めんつゆ,106.8
2024-01-01,消費税を除く国内企業物価指数,品目,つくだ煮,111.0
2024-01-01,消費税を除く国内企業物価指数,品目,てん菜,137.6
2024-01-01,消費税を除く国内企業物価指数,品目,でん粉,137.4
2024-01-01,消費税を除く国内企業物価指数,品目,ねり製品,122.3
2024-01-01,消費税を除く国内企業物価指数,品目,はかり,123.2
2024-01-01,消費税を除く国内企業物価指数,品目,はん用内燃機関,109.8
2024-01-01,消費税を除く国内企業物価指数,品目,ばね,110.6
2024-01-01,消費税を除く国内企業物価指数,品目,ひき割,150.6
2024-01-01,消費税を除く国内企業物価指数,品目,ひき角,135.3
2024-01-01,消費税を除く国内企業物価指数,品目,ぶどう糖・水あめ,134.5
2024-01-01,消費税を除く国内企業物価指数,品目,みそ,122.1
2024-01-01,消費税を除く国内企業物価指数,品目,アイスクリーム,110.7
2024-01-01,消費税を除く国内企業物価指数,品目,アクリロニトリル,174.9
2024-01-01,消費税を除く国内企業物価指数,品目,アスファルト,196.8
2024-01-01,消費税を除く国内企業物価指数,品目,アスファルト塗工紙,114.3
2024-01-01,消費税を除く国内企業物価指数,品目,アルカリ・リチウムイオン蓄電池,106.1
2024-01-01,消費税を除く国内企業物価指数,品目,アルミニウムサッシ,120.4
2024-01-01,消費税を除く国内企業物価指数,品目,アルミニウム合金ダイカスト,122.8
2024-01-01,消費税を除く国内企業物価指数,品目,アルミニウム合金・同二次合金地金,171.8
2024-01-01,消費税を除く国内企業物価指数,品目,アルミニウム製飲料用缶,121.3
