date,indicator_name,classification1,classification2,close
2026-01-01,消費税を除く国内企業物価指数,(参考)夏季電力料金調整後,小類別/__電力,129.9
2026-01-01,消費税を除く国内企業物価指数,(参考)夏季電力料金調整後,類別/_電力・都市ガス・水道,131.0
2026-01-01,消費税を除く国内企業物価指数,品目,18リットル缶,133.0
2026-01-01,消費税を除く国内企業物価指数,品目,あん,114.8
2026-01-01,消費税を除く国内企業物価指数,品目,うず巻ポンプ,133.2
2026-01-01,消費税を除く国内企業物価指数,品目,うま味・風味調味料,114.0
2026-01-01,消費税を除く国内企業物価指数,品目,おう版印刷物,112.9
2026-01-01,消費税を除く国内企業物価指数,品目,かつおパック,139.2
2026-01-01,消費税を除く国内企業物価指数,品目,かばん・袋物,114.7
2026-01-01,消費税を除く国内企業物価指数,品目,がん具,110.1
2026-01-01,消費税を除く国内企業物価指数,品目,ころ軸受,114.1
2026-01-01,消費税を除く国内企業物価指数,品目,こんにゃく,111.4
2026-01-01,消費税を除く国内企業物価指数,品目,しょう油,118.0
2026-01-01,消費税を除く国内企業物価指数,品目,しらす干し,140.0
2026-01-01,消費税を除く国内企業物価指数,品目,すし・弁当・おにぎり,144.8
2026-01-01,消費税を除く国内企業物価指数,品目,そう菜,118.1
2026-01-01,消費税を除く国内企業物価指数,品目,たばこ,116.7
2026-01-01,消費税を除く国内企業物価指数,品目,たれ・めんつゆ,108.8
2026-01-01,消費税を除く国内企業物価指数,品目,つくだ煮,127.4
2026-01-01,消費税を除く国内企業物価指数,品目,てん菜,134.2
2026-01-01,消費税を除く国内企業物価指数,品目,でん粉,138.6
2026-01-01,消費税を除く国内企業物価指数,品目,ねり製品,123.5
2026-01-01,消費税を除く国内企業物価指数,品目,はかり,124.8
2026-01-01,消費税を除く国内企業物価指数,品目,はん用内燃機関,124.4
2026-01-01,消費税を除く国内企業物価指数,品目,ばね,114.9
2026-01-01,消費税を除く国内企業物価指数,品目,ひき割,149.5
2026-01-01,消費税を除く国内企業物価指数,品目,ひき角,131.3
2026-01-01,消費税を除く国内企業物価指数,品目,ぶどう糖・水あめ,139.5
2026-01-01,消費税を除く国内企業物価指数,品目,みそ,132.4
2026-01-01,消費税を除く国内企業物価指数,品目,アイスクリーム,127.2
2026-01-01,消費税を除く国内企業物価指数,品目,アクリロニトリル,171.4
2026-01-01,消費税を除く国内企業物価指数,品目,アスファルト,165.1
2026-01-01,消費税を除く国内企業物価指数,品目,アスファルト塗工紙,127.2
2026-01-01,消費税を除く国内企業物価指数,品目,アルカリ・リチウムイオン蓄電池,101.6
2026-01-01,消費税を除く国内企業物価指数,品目,アルミニウムサッシ,133.3
2026-01-01,消費税を除く国内企業物価指数,品目,アルミニウム合金ダイカスト,135.2
2026-01-01,消費税を除く国内企業物価指数,品目,アルミニウム合金・同二次合金地金,215.3
2026-01-01,消費税を除く国内企業物価指数,品目,アルミニウム製飲料用缶,132.6
2026-01-01,消費税を除く国内企業物価指数,品目,アルミニウム鍛造品,126.2
2026-01-01,消費税を除く国内企業物価指数,品目,アルミ圧延製品,155.4
2026-01-01,消費税を除く国内企業物価指数,品目,イグニッションコイル,115.9
2026-01-01,消費税を除く国内企業物価指数,品目,ウイスキー,118.7
2026-01-01,消費税を除く国内企業物価指数,品目,エチレン,182.6
2026-01-01,消費税を除く国内企業物価指数,品目,エレベータ,142.2
2026-01-01,消費税を除く国内企業物価指数,品目,カメラ用交換レンズ,109.8
2026-01-01,消費税を除く国内企業物価指数,品目,カーエアコン・同部品,112.2
2026-01-01,消費税を除く国内企業物価指数,品目,ガス暖房・調理装置,128.4
2026-01-01,消費税を除く国内企業物価指数,品目,ガソリン,115.7
2026-01-01,消費税を除く国内企業物価指数,品目,ガラス容器,147.8
2026-01-01,消費税を除く国内企業物価指数,品目,ガラス繊維・同製品,133.0
2026-01-01,消費税を除く国内企業物価指数,品目,ガラス製加工素材,101.3
2026-01-01,消費税を除く国内企業物価指数,品目,キシレン,209.8
2026-01-01,消費税を除く国内企業物価指数,品目,キャンデー,123.7
2026-01-01,消費税を除く国内企業物価指数,品目,クッキングヒーター,111.9
2026-01-01,消費税を除く国内企業物価指数,品目,クラフト紙,128.0
2026-01-01,消費税を除く国内企業物価指数,品目,クレーン,151.8
2026-01-01,消費税を除く国内企業物価指数,品目,コンクリートブロック,139.7
2026-01-01,消費税を除く国内企業物価指数,品目,コンクリート機械,128.3
2026-01-01,消費税を除く国内企業物価指数,品目,コンクリート管・ポール・パイル,143.0
2026-01-01,消費税を除く国内企業物価指数,品目,コントロールユニット,101.0
2026-01-01,消費税を除く国内企業物価指数,品目,コンバイン,112.2
2026-01-01,消費税を除く国内企業物価指数,品目,コンベヤ,108.9
2026-01-01,消費税を除く国内企業物価指数,品目,コーヒー,185.7
2026-01-01,消費税を除く国内企業物価指数,品目,コーヒー飲料,124.4
2026-01-01,消費税を除く国内企業物価指数,品目,ゴムベルト,114.5
2026-01-01,消費税を除く国内企業物価指数,品目,ゴムホース,109.9
2026-01-01,消費税を除く国内企業物価指数,品目,ゴムロール,107.4
2026-01-01,消費税を除く国内企業物価指数,品目,ゴム練生地,153.9
2026-01-01,消費税を除く国内企業物価指数,品目,ゴム製パッキン,103.8
2026-01-01,消費税を除く国内企業物価指数,品目,サプリメント,106.5
2026-01-01,消費税を除く国内企業物価指数,品目,サーミスタ,110.5
2026-01-01,消費税を除く国内企業物価指数,品目,シャシー・車体構成部品,116.1
2026-01-01,消費税を除く国内企業物価指数,品目,シャッター,136.3
2026-01-01,消費税を除く国内企業物価指数,品目,ショートニング,179.7
2026-01-01,消費税を除く国内企業物価指数,品目,シリアル,119.6
2026-01-01,消費税を除く国内企業物価指数,品目,シリコンウエハ,101.6
2026-01-01,消費税を除く国内企業物価指数,品目,シンナー,136.7
2026-01-01,消費税を除く国内企業物価指数,品目,ジェット燃料油,181.5
2026-01-01,消費税を除く国内企業物価指数,品目,ジュエリー,199.1
2026-01-01,消費税を除く国内企業物価指数,品目,ジュース,142.3
2026-01-01,消費税を除く国内企業物価指数,品目,スチレンモノマー,185.8
2026-01-01,消費税を除く国内企業物価指数,品目,スチール机・いす,132.4
2026-01-01,消費税を除く国内企業物価指数,品目,ステンレス冷延鋼板,148.1
2026-01-01,消費税を除く国内企業物価指数,品目,ステンレス鋼管,99.8
2026-01-01,消費税を除く国内企業物価指数,品目,スナック菓子,130.3
2026-01-01,消費税を除く国内企業物価指数,品目,スポーツドリンク,121.7
2026-01-01,消費税を除く国内企業物価指数,品目,センサデバイス,110.1
2026-01-01,消費税を除く国内企業物価指数,品目,ソース,138.1
2026-01-01,消費税を除く国内企業物価指数,品目,ソーダ工業製品,133.0
2026-01-01,消費税を除く国内企業物価指数,品目,タオル,118.4
2026-01-01,消費税を除く国内企業物価指数,品目,タービン,127.2
2026-01-01,消費税を除く国内企業物価指数,品目,ダイオード・整流素子,121.9
2026-01-01,消費税を除く国内企業物価指数,品目,ダイヤモンド工具,117.7
2026-01-01,消費税を除く国内企業物価指数,品目,チューインガム,122.1
2026-01-01,消費税を除く国内企業物価指数,品目,チョコレート,177.6
2026-01-01,消費税を除く国内企業物価指数,品目,チーズ,124.3
2026-01-01,消費税を除く国内企業物価指数,品目,ティッシュペーパー,118.7
2026-01-01,消費税を除く国内企業物価指数,品目,トイレットペーパー,128.5
2026-01-01,消費税を除く国内企業物価指数,品目,トラック,106.0
2026-01-01,消費税を除く国内企業物価指数,品目,トランジスタ,104.6
2026-01-01,消費税を除く国内企業物価指数,品目,ドラム缶,150.5
2026-01-01,消費税を除く国内企業物価指数,品目,ナフサ,200.7
2026-01-01,消費税を除く国内企業物価指数,品目,ノンアルコール飲料,114.8
2026-01-01,消費税を除く国内企業物価指数,品目,ノーカーボン紙・粘着紙,134.9
2026-01-01,消費税を除く国内企業物価指数,品目,バス,106.4
2026-01-01,消費税を除く国内企業物価指数,品目,バター,133.8
2026-01-01,消費税を除く国内企業物価指数,品目,バルブ,132.6
2026-01-01,消費税を除く国内企業物価指数,品目,パイプ加工品,123.9
2026-01-01,消費税を除く国内企業物価指数,品目,パレット,123.9
2026-01-01,消費税を除く国内企業物価指数,品目,パン粉,121.8
2026-01-01,消費税を除く国内企業物価指数,品目,パーソナルコンピュータ,112.6
2026-01-01,消費税を除く国内企業物価指数,品目,ビスケット類,113.9
2026-01-01,消費税を除く国内企業物価指数,品目,ビデオ機器・デジタルカメラ,130.6
2026-01-01,消費税を除く国内企業物価指数,品目,ビール,106.7
2026-01-01,消費税を除く国内企業物価指数,品目,ピストンリング,106.0
2026-01-01,消費税を除く国内企業物価指数,品目,フェノール・ビスフェノールＡ,120.4
2026-01-01,消費税を除く国内企業物価指数,品目,フェルト生地・不織布,111.9
2026-01-01,消費税を除く国内企業物価指数,品目,フェロマンガン,150.2
2026-01-01,消費税を除く国内企業物価指数,品目,フォトマスク,122.2
2026-01-01,消費税を除く国内企業物価指数,品目,フォークリフトトラック・同部品,122.6
2026-01-01,消費税を除く国内企業物価指数,品目,フッ素樹脂,151.6
2026-01-01,消費税を除く国内企業物価指数,品目,ブタン・ブチレン・ブタジエン,208.3
