date,indicator_name,classification1,classification2,close
2020-01-01,消費税を除く国内企業物価指数,(参考)夏季電力料金調整後,小類別/__電力,101.9
2020-01-01,消費税を除く国内企業物価指数,(参考)夏季電力料金調整後,類別/_電力・都市ガス・水道,102.8
2020-01-01,消費税を除く国内企業物価指数,品目,18リットル缶,99.5
2020-01-01,消費税を除く国内企業物価指数,品目,あん,100.0
2020-01-01,消費税を除く国内企業物価指数,品目,うず巻ポンプ,100.1
2020-01-01,消費税を除く国内企業物価指数,品目,うま味・風味調味料,98.0
2020-01-01,消費税を除く国内企業物価指数,品目,おう版印刷物,99.9
2020-01-01,消費税を除く国内企業物価指数,品目,かつおパック,96.8
2020-01-01,消費税を除く国内企業物価指数,品目,かばん・袋物,99.5
2020-01-01,消費税を除く国内企業物価指数,品目,がん具,100.0
2020-01-01,消費税を除く国内企業物価指数,品目,ころ軸受,99.6
2020-01-01,消費税を除く国内企業物価指数,品目,こんにゃく,100.0
2020-01-01,消費税を除く国内企業物価指数,品目,しょう油,99.9
2020-01-01,消費税を除く国内企業物価指数,品目,しらす干し,100.5
2020-01-01,消費税を除く国内企業物価指数,品目,すし・弁当・おにぎり,99.8
2020-01-01,消費税を除く国内企業物価指数,品目,そう菜,99.6
2020-01-01,消費税を除く国内企業物価指数,品目,たばこ,97.5
2020-01-01,消費税を除く国内企業物価指数,品目,たれ・めんつゆ,100.6
2020-01-01,消費税を除く国内企業物価指数,品目,つくだ煮,97.3
2020-01-01,消費税を除く国内企業物価指数,品目,てん菜,100.1
2020-01-01,消費税を除く国内企業物価指数,品目,でん粉,100.5
2020-01-01,消費税を除く国内企業物価指数,品目,ねり製品,99.8
2020-01-01,消費税を除く国内企業物価指数,品目,はかり,100.0
2020-01-01,消費税を除く国内企業物価指数,品目,はん用内燃機関,100.1
2020-01-01,消費税を除く国内企業物価指数,品目,ばね,99.8
2020-01-01,消費税を除く国内企業物価指数,品目,ひき割,101.5
2020-01-01,消費税を除く国内企業物価指数,品目,ひき角,103.1
2020-01-01,消費税を除く国内企業物価指数,品目,ぶどう糖・水あめ,101.7
2020-01-01,消費税を除く国内企業物価指数,品目,みそ,92.3
2020-01-01,消費税を除く国内企業物価指数,品目,アイスクリーム,99.2
2020-01-01,消費税を除く国内企業物価指数,品目,アクリロニトリル,120.5
2020-01-01,消費税を除く国内企業物価指数,品目,アスファルト,141.3
2020-01-01,消費税を除く国内企業物価指数,品目,アスファルト塗工紙,99.7
2020-01-01,消費税を除く国内企業物価指数,品目,アルカリ・リチウムイオン蓄電池,100.5
2020-01-01,消費税を除く国内企業物価指数,品目,アルミニウムサッシ,99.1
2020-01-01,消費税を除く国内企業物価指数,品目,アルミニウム合金ダイカスト,100.8
2020-01-01,消費税を除く国内企業物価指数,品目,アルミニウム合金・同二次合金地金,102.4
2020-01-01,消費税を除く国内企業物価指数,品目,アルミニウム製飲料用缶,100.0
2020-01-01,消費税を除く国内企業物価指数,品目,アルミニウム鍛造品,100.6
2020-01-01,消費税を除く国内企業物価指数,品目,アルミ圧延製品,101.6
2020-01-01,消費税を除く国内企業物価指数,品目,イグニッションコイル,100.3
2020-01-01,消費税を除く国内企業物価指数,品目,ウイスキー,99.8
2020-01-01,消費税を除く国内企業物価指数,品目,エチレン,125.7
2020-01-01,消費税を除く国内企業物価指数,品目,エレベータ,98.0
2020-01-01,消費税を除く国内企業物価指数,品目,カメラ用交換レンズ,102.7
2020-01-01,消費税を除く国内企業物価指数,品目,カーエアコン・同部品,100.4
2020-01-01,消費税を除く国内企業物価指数,品目,ガス暖房・調理装置,99.7
2020-01-01,消費税を除く国内企業物価指数,品目,ガソリン,118.5
2020-01-01,消費税を除く国内企業物価指数,品目,ガラス容器,100.0
2020-01-01,消費税を除く国内企業物価指数,品目,ガラス繊維・同製品,100.2
2020-01-01,消費税を除く国内企業物価指数,品目,ガラス製加工素材,102.2
2020-01-01,消費税を除く国内企業物価指数,品目,キシレン,142.6
2020-01-01,消費税を除く国内企業物価指数,品目,キャンデー,100.4
2020-01-01,消費税を除く国内企業物価指数,品目,クッキングヒーター,101.1
2020-01-01,消費税を除く国内企業物価指数,品目,クラフト紙,101.0
2020-01-01,消費税を除く国内企業物価指数,品目,クレーン,99.1
2020-01-01,消費税を除く国内企業物価指数,品目,コンクリートブロック,100.0
2020-01-01,消費税を除く国内企業物価指数,品目,コンクリート機械,97.6
2020-01-01,消費税を除く国内企業物価指数,品目,コンクリート管・ポール・パイル,99.5
2020-01-01,消費税を除く国内企業物価指数,品目,コントロールユニット,100.4
2020-01-01,消費税を除く国内企業物価指数,品目,コンバイン,97.2
